Study Hours,Sleep Hours,Social Media,Attendance,Past Avg Score,actual_score,predicted_score
5.87,6.68,4.56,80.64,87.73,123.06,123.03480154105821
5.6,5.74,4.85,67.66,97.06,117.02,117.04247410678816
4.53,5.98,1.15,97.27,84.57,119.44,119.4199415598265
4.9,5.16,0.75,82.85,58.65,106.43,106.39474841957642
2.87,7.71,4.15,84.65,60.85,90.37,90.39512373232087
7.24,7.38,0.83,84.74,95.89,149.43,149.41941886681175
7.84,6.11,1.94,84.73,69.29,138.19,138.14553631221358
3.79,4.56,4.38,69.38,92.19,96.75,96.71999744560713
5.56,8.56,3.6,89.14,80.32,127.38,127.39118161623819
4.1,6.75,4.91,75.45,85.95,104.32,104.34544985445874
7.9,7.97,1.18,96.85,80.01,153.72,153.71051879564519
3.48,8.46,2.47,82.77,85.17,110.67,110.65991623334864
2.38,5.0,1.03,52.94,50.85,70.63,70.58043489654578
3.93,5.85,4.98,76.57,64.38,91.72,91.6827321314283
4.15,3.8,4.2,92.31,71.43,96.61,96.61498869441706
7.94,4.98,2.72,87.19,94.93,145.06,145.09005921127937
6.54,6.41,2.21,95.41,78.2,133.55,133.57399474424471
2.13,6.96,0.5,66.76,57.64,82.16,82.13335025829012
2.6,7.41,4.83,54.3,60.49,76.48,76.45518019475706
4.32,8.14,1.41,89.34,64.48,113.06,113.07458960369766
7.76,4.49,0.87,74.06,74.81,133.72,133.7120717493162
7.59,6.47,0.96,82.9,71.18,139.15,139.1425852835593
1.35,5.17,2.34,71.63,94.86,82.41,82.4130224820081
1.39,5.56,1.0,80.89,64.28,77.16,77.16857393416376
1.54,6.31,4.27,78.93,91.97,84.73,84.71737469307706
1.66,5.55,0.74,91.06,80.64,89.72,89.68430822020512
2.16,6.04,3.66,66.17,59.26,73.79,73.79418231445354
6.99,5.59,1.09,86.15,73.35,132.7,132.6855049501974
7.94,8.32,4.21,78.35,57.02,134.29,134.31345711538955
2.89,5.74,3.35,97.05,54.51,87.46,87.4489355481644
7.86,3.42,2.86,51.88,66.67,117.5,117.51103423658913
7.09,5.24,3.17,95.44,91.77,138.49,138.53117141079983
4.72,5.15,4.75,82.48,85.23,107.27,107.26638263840384
7.02,7.42,3.94,98.05,51.0,127.33,127.37559052663038
3.41,4.1,0.09,86.7,83.83,102.41,102.35216653164764
4.54,6.76,4.58,73.25,96.13,112.43,112.40769959225065
4.22,7.43,1.58,81.01,95.25,119.5,119.51400967621215
2.42,7.23,3.53,54.02,78.18,83.88,83.88758826058296
5.07,6.67,1.03,96.92,94.66,130.49,130.5213788341052
6.56,6.37,2.79,68.94,87.9,128.42,128.41249905824586
4.46,5.47,4.52,69.51,69.88,96.35,96.31465992150328
6.86,4.5,0.55,62.14,89.56,128.61,128.60603894804584
4.08,6.87,2.64,68.76,63.15,97.98,97.93770722824082
7.97,4.22,1.84,53.94,90.88,133.27,133.24389042980525
3.91,4.65,1.5,90.61,52.2,94.18,94.20259883629002
3.38,3.23,2.3,80.48,65.38,85.85,85.80533050579308
3.01,5.66,2.87,75.48,81.9,93.72,93.73404472831072
3.2,5.52,2.07,93.59,77.38,100.28,100.2494292339039
3.93,5.79,3.85,66.35,63.57,90.37,90.37242207028214
2.67,3.31,2.47,55.21,82.62,78.66,78.63001875707225
6.85,4.31,2.55,54.31,67.93,112.98,112.94420874427306
4.22,7.69,0.18,79.0,69.6,112.25,112.23034655871805
7.65,8.32,4.96,60.82,80.33,134.26,134.26854045746921
4.47,7.44,1.03,83.95,69.01,113.23,113.27944019844675
6.63,5.53,2.94,56.71,51.1,107.8,107.83204797372795
4.19,6.79,4.04,93.38,76.84,108.78,108.75073532583309
6.39,4.37,2.43,54.38,53.68,103.57,103.54480833163048
6.77,8.18,3.77,78.81,81.84,134.28,134.3099768182986
6.58,7.66,3.53,62.86,91.55,130.64,130.61866793782596
6.05,4.75,1.57,62.05,76.55,114.84,114.79466114606684
3.39,4.12,3.0,79.62,75.55,90.99,90.97573704106678
7.69,3.14,0.09,74.27,74.57,130.59,130.55881167427702
4.01,4.52,1.82,92.14,58.4,97.05,97.01178523056336
4.39,5.3,1.72,72.02,90.85,109.93,109.9162533206565
1.87,7.91,2.4,90.88,97.14,101.9,101.8811921298664
2.41,8.24,0.6,96.33,56.95,96.89,96.88942795186186
4.64,8.7,4.14,91.18,94.84,124.88,124.87154935218962
7.03,8.57,1.53,85.42,81.89,144.27,144.30327682362392
1.91,8.92,2.12,91.41,76.24,97.59,97.62986304733934
4.16,7.12,2.26,71.01,66.93,102.37,102.35492612311904
4.03,4.64,3.56,71.38,59.72,88.39,88.37125419028007
4.98,5.38,0.31,69.75,51.31,101.79,101.78824530296022
4.1,5.74,0.43,55.16,84.8,103.74,103.7276905311879
4.62,5.51,1.92,84.6,94.28,117.33,117.36275427499505
3.5,6.34,4.99,84.96,93.86,103.62,103.57278322526213
5.07,6.95,0.8,63.9,54.41,105.83,105.81346825717696
6.2,4.67,4.68,94.48,86.77,123.52,123.50280962417268
3.4,7.0,0.86,92.54,55.84,99.95,99.9781509160024
5.49,4.27,2.58,98.9,52.41,107.67,107.69390916153895
6.49,6.45,3.57,97.45,92.48,136.8,136.8484162562879
2.63,8.39,4.08,90.03,72.61,96.73,96.73368614891119
1.92,6.04,2.63,73.26,64.07,77.8,77.74548829319978
5.1,3.72,3.29,66.4,88.72,105.88,105.88779805887023
5.91,7.51,1.17,50.77,64.9,114.55,114.57056067580488
4.15,8.63,2.02,70.02,89.11,115.82,115.85076351715509
4.05,5.57,3.53,92.91,62.93,99.1,99.14511768258626
1.42,3.16,3.2,94.06,51.72,64.78,64.76514493442636
6.85,3.25,0.74,68.76,73.99,120.1,120.14357820434945
1.32,6.45,1.15,70.39,77.36,80.96,80.990783065785
5.16,6.82,2.31,81.65,51.62,107.47,107.42286474956641
1.94,8.51,0.06,81.36,72.31,96.2,96.2024188263547
2.05,6.63,0.72,67.99,94.11,94.98,94.94125909389032
5.48,3.95,0.36,50.95,59.42,99.47,99.501706615082
5.83,7.32,0.56,79.98,91.44,133.92,133.8810240132591
5.57,3.39,0.15,65.31,80.59,111.83,111.82855968404803
6.98,6.07,2.33,78.68,56.16,122.43,122.43793306072843
3.84,4.56,4.46,81.29,59.14,87.35,87.36247582051999
5.78,6.28,4.02,62.72,56.3,104.17,104.1554042844947
6.87,3.03,1.75,61.42,67.1,112.69,112.68514798064832
3.95,3.26,1.24,66.37,87.98,97.99,97.9525918307078
5.85,8.7,4.91,77.72,56.74,114.92,114.9422973964688
2.11,8.42,2.61,68.92,59.92,83.66,83.67373296832608
2.99,5.69,0.96,84.74,92.1,104.31,104.32258398512496
5.23,4.38,0.41,92.51,89.15,122.82,122.80369477445295
4.7,8.73,1.62,59.96,61.24,107.71,107.7338346134167
5.64,4.26,1.82,91.31,69.76,115.23,115.19716559064072
2.19,3.78,2.14,90.75,92.38,91.0,90.9473084155622
1.04,6.01,2.91,72.36,58.61,66.76,66.72122844262358
6.56,3.94,2.27,50.04,77.5,112.35,112.33124110182605
2.32,4.7,2.18,83.18,52.66,76.66,76.63725434847002
7.18,7.37,0.24,71.55,65.08,133.75,133.74724735761004
7.01,5.37,2.81,58.04,75.26,121.13,121.09571945231941
1.39,5.84,0.33,75.57,94.65,89.9,89.90127194086597
4.13,4.12,2.77,72.05,78.64,97.04,97.06067955422009
7.11,6.57,0.15,72.51,97.21,144.06,144.0379491672634
2.32,5.49,1.07,93.72,66.5,89.92,89.92606575215204
7.67,7.63,1.93,86.44,90.14,150.06,150.04939933033245
4.58,8.43,2.8,98.14,56.33,112.9,112.88469496104568
1.35,5.67,3.49,69.82,56.93,65.88,65.8970753426236
2.47,8.41,4.03,96.31,61.03,92.7,92.70554922414131
3.32,6.8,2.44,85.44,91.7,107.73,107.71282762299664
4.01,4.47,0.9,72.16,96.21,107.89,107.83220621602298
6.6,6.4,1.53,80.38,61.33,124.22,124.18614607497717
5.88,8.99,1.88,76.74,76.95,129.95,129.9328728816151
5.28,7.22,3.24,71.72,87.39,119.14,119.17259854722624
3.85,8.31,1.42,78.29,89.25,115.94,115.92791136615261
7.74,7.84,4.48,81.48,87.31,143.57,143.58921783934346
5.5,7.69,4.63,99.74,57.22,116.12,116.12069863039048
2.0,4.26,0.65,58.9,79.38,78.89,78.90116591296295
7.28,6.65,2.26,90.27,56.28,130.51,130.54339975144413
1.02,3.39,0.42,91.95,57.41,69.1,69.05825710234456
6.75,5.8,1.62,56.33,89.48,127.62,127.60110565220256
5.06,4.5,4.71,88.02,76.51,106.67,106.63021977084877
7.48,4.47,4.35,68.22,89.37,128.27,128.24423317697847
1.35,5.78,3.05,54.52,73.15,69.06,69.00509374796006
4.27,4.85,3.8,59.59,76.7,93.88,93.93642816203192
5.56,4.87,0.18,60.17,64.77,108.24,108.24828733959015
5.99,5.29,2.95,51.27,51.49,99.87,99.85579835004683
7.66,4.24,1.31,60.67,67.42,124.23,124.20844620119877
4.12,3.38,3.44,86.83,67.14,93.23,93.24464631582644
2.49,7.23,4.33,65.53,85.73,89.42,89.39110675464251
1.63,5.69,2.27,99.4,59.64,80.83,80.87600940874901
1.18,6.09,0.68,84.83,73.6,82.48,82.41900873535185
2.93,3.36,4.65,94.38,57.31,78.42,78.38747434713999
3.53,6.44,3.69,70.04,87.44,99.69,99.69823107911148
5.42,6.25,3.82,75.4,65.91,108.91,108.87396792786663
1.17,4.44,0.85,65.59,80.13,73.9,73.87832441298187
5.79,5.45,2.33,81.68,79.84,120.22,120.24039743736739
4.64,3.74,0.33,88.91,78.6,110.41,110.43314143361147
6.86,3.85,2.08,78.31,69.64,120.49,120.47883842242608
4.03,6.94,0.53,65.72,73.26,105.03,105.0499072454907
5.71,4.86,3.22,76.91,90.95,118.96,118.98342653784141
5.04,8.37,1.1,85.33,84.02,127.48,127.47810097569806
4.45,4.8,4.31,85.25,70.04,99.41,99.42097528574173
3.12,8.9,2.79,95.94,66.15,104.43,104.44283668795266
4.51,8.16,3.2,82.68,89.47,119.26,119.26306326648626
5.74,5.47,4.43,95.42,78.58,119.24,119.26873306490936
1.4,4.93,3.74,97.49,61.22,73.63,73.64481999554172
2.96,7.83,1.12,75.64,74.52,100.39,100.390278879497
4.99,7.62,4.38,73.72,92.05,117.98,117.94681612857974
6.59,6.78,2.57,57.67,76.44,122.4,122.38697002233839
4.11,3.06,3.52,71.91,78.46,92.1,92.08646156003505
3.85,4.46,4.65,94.1,58.48,90.41,90.3517964653332
6.12,5.16,2.49,57.94,76.69,113.59,113.63762932987309
6.85,7.83,1.79,79.3,52.61,126.38,126.3941854422464
3.11,3.73,0.95,80.67,90.08,97.57,97.51305520783521
7.54,5.72,0.65,54.22,78.23,131.25,131.2778225113653
3.98,3.6,4.4,61.63,53.42,77.69,77.67560969347466
7.94,7.89,1.9,64.35,88.2,145.9,145.91580916613924
5.36,8.04,3.02,76.64,74.7,119.19,119.19257218825597
5.84,4.12,2.82,52.26,82.99,108.18,108.15340642339453
2.1,7.26,1.55,71.15,70.73,87.26,87.21686005311001
3.13,4.33,2.92,79.35,65.89,85.46,85.4804941362263
1.01,7.81,2.03,55.5,65.76,71.4,71.41329081984445
5.21,8.73,4.5,86.47,58.97,113.59,113.60954552199678
4.86,7.75,3.58,68.88,79.04,112.12,112.11036087248365
4.01,6.24,0.5,65.39,56.7,96.09,96.10633260091572
5.13,8.11,3.91,76.92,62.52,110.72,110.76424901627107
7.9,4.4,0.14,80.69,89.29,143.91,143.94363368674607
3.01,7.84,4.59,69.49,84.5,96.1,96.07735060137637
4.17,3.22,1.71,69.41,77.49,95.59,95.58841490155943
4.51,4.57,0.79,59.33,97.04,109.31,109.33493842400375
5.68,8.92,4.91,65.0,85.81,121.89,121.88472298106379
6.88,8.99,0.64,89.23,55.67,136.66,136.6477738590815
5.38,5.51,0.21,88.01,59.62,114.73,114.78103449282159
3.54,3.63,1.65,60.8,53.83,79.21,79.2205781715066
5.61,6.96,3.58,83.74,86.27,123.88,123.84088473716083
7.11,7.79,2.84,85.33,59.61,131.14,131.12354603845208
1.43,5.07,1.77,64.01,84.52,77.59,77.5505339653014
1.37,3.5,1.92,87.89,93.19,82.66,82.63311801027587
6.5,5.4,0.5,68.35,90.53,130.45,130.4173746443681
5.81,5.38,1.03,68.36,97.81,126.03,126.00248964063287
2.25,7.89,0.46,57.38,89.72,96.09,96.10211121795255
5.16,7.17,3.19,63.91,66.37,107.29,107.29081420421971
5.23,6.99,1.36,90.32,59.95,116.38,116.3963682312492
4.54,8.23,2.15,82.13,88.04,121.13,121.10603395682838
1.01,7.64,4.19,77.42,59.28,70.55,70.5676871506158
5.02,5.95,4.33,89.2,76.68,111.78,111.80253279190977
2.24,8.67,2.03,56.55,95.07,97.12,97.10336480821294
6.59,5.75,4.64,53.8,66.63,110.03,110.07139707427692
3.33,3.22,4.44,54.52,63.66,72.58,72.56854130546928
4.06,7.32,1.8,78.61,62.51,103.52,103.48705478946567
5.84,6.27,1.74,67.74,97.85,127.31,127.35264175496192
2.08,3.01,2.51,58.17,96.06,78.63,78.60433532574845
3.83,3.98,4.32,68.37,73.77,87.72,87.7883845084437
5.48,3.99,0.1,84.86,78.66,118.0,118.01216091331491
5.83,5.3,2.89,88.37,58.7,112.6,112.58100669873501
4.71,6.53,2.71,85.82,53.36,103.68,103.64992445915138
4.08,3.34,0.71,70.21,78.12,97.62,97.63047428945957
4.83,5.0,0.96,76.42,75.57,109.74,109.7039696631193
2.77,4.69,4.18,91.6,63.49,83.57,83.51579898910362
4.86,8.58,1.35,94.32,71.88,123.83,123.82905748018241
7.29,4.18,1.62,72.17,70.32,124.72,124.68879270753025
1.56,5.97,3.99,69.29,51.19,65.25,65.2319860039728
4.46,3.16,0.92,90.11,86.43,109.42,109.38524599370987
1.71,5.1,3.48,70.49,69.78,72.8,72.78835371509831
4.08,7.16,0.23,89.32,91.42,121.1,121.10508556422604
5.26,3.3,4.79,76.98,64.71,96.65,96.63739518090155
1.78,8.06,4.66,50.92,61.59,70.79,70.79116022533793
6.05,5.48,2.22,62.02,66.48,111.69,111.6475341420398
3.01,3.57,3.25,78.25,56.22,77.28,77.26205336903183
1.4,7.53,3.83,66.71,52.81,68.67,68.66623976827319
1.03,7.0,1.09,66.5,64.73,73.98,73.93142405866037
3.52,8.47,4.65,96.93,90.46,113.01,113.05443992335609
5.77,3.32,2.77,54.95,62.66,97.87,97.89779427090686
2.52,8.43,3.12,72.49,75.36,93.65,93.62127173835856
4.22,8.38,0.64,51.79,62.31,102.32,102.30052750817053
1.49,4.35,2.62,82.74,71.93,74.79,74.81359200356042
4.4,7.12,4.84,67.31,57.66,94.6,94.53658874870456
4.68,8.43,0.46,77.73,81.94,122.58,122.58581576992484
5.65,8.05,0.68,50.48,70.0,116.76,116.7837661483677
3.94,8.62,2.32,92.59,83.69,117.96,117.93422782785822
2.22,5.16,1.96,62.82,50.33,70.52,70.51670583129152
2.61,8.76,4.75,96.67,80.51,101.48,101.47614076819897
3.16,8.76,4.15,64.2,81.92,98.44,98.44832938829248
1.83,4.52,0.15,74.63,90.1,88.21,88.15891924182364
2.35,5.48,2.84,51.96,86.78,82.24,82.20941736185387
5.96,4.63,1.54,60.06,55.28,104.56,104.57902198695838
3.96,5.66,2.19,65.4,51.74,88.56,88.55507737239728
5.2,5.9,2.83,98.34,56.23,110.88,110.83427443797571
6.75,8.85,3.8,73.15,84.2,135.36,135.32600618415276
4.38,6.93,1.53,85.67,91.51,119.44,119.45596281514104
3.09,4.84,0.09,81.62,92.56,103.63,103.66036188737922
5.15,3.84,4.11,77.24,72.52,101.85,101.82970214944976
7.87,4.39,4.1,93.63,85.43,138.08,138.06186356735768
5.38,6.09,4.11,50.2,78.83,105.06,105.0615643824545
6.44,5.18,3.14,64.57,78.21,117.87,117.87488429187019
2.73,6.3,3.7,95.17,85.05,98.66,98.64176519208192
1.63,5.3,3.45,54.57,70.41,68.22,68.20395684926378
2.19,7.55,1.33,84.35,82.85,98.14,98.14560833746201
2.5,5.67,3.11,75.4,72.97,85.09,85.09776148605168
3.64,4.63,3.29,76.05,53.34,84.22,84.22018074735126
1.47,5.43,3.43,62.69,76.83,72.2,72.19835935773055
3.35,7.41,0.57,58.54,63.78,94.28,94.31348447708011
1.9,5.18,3.47,78.58,90.11,85.3,85.31814087357887
1.2,4.69,4.57,86.62,89.7,77.58,77.59618559795807
7.87,3.47,4.33,97.49,50.45,122.04,122.00688573590831
5.5,5.59,1.07,79.24,84.26,121.62,121.6064509845696
6.82,6.9,4.68,52.09,75.64,118.62,118.60282515662695
1.94,8.06,1.44,81.44,63.94,88.78,88.76810874537796
1.29,7.58,3.01,58.39,78.73,77.32,77.33868494651537
3.26,4.99,3.12,87.15,97.36,103.14,103.1596660651465
6.51,5.24,2.71,86.12,80.13,126.83,126.77855605409115
3.39,4.51,3.92,94.58,70.18,92.66,92.64608325652425
7.08,4.51,4.65,66.19,55.35,109.94,109.94626021623702
5.04,6.54,1.75,63.16,93.27,117.73,117.73636901144187
1.91,4.66,2.34,82.9,96.4,89.91,89.92033359431673
5.9,8.44,2.04,57.31,87.44,126.53,126.5094992678753
5.79,7.04,1.13,85.51,78.01,127.8,127.8277684173326
2.06,7.75,3.34,73.85,96.1,95.67,95.70567204019414
3.87,8.11,2.91,76.18,72.56,105.18,105.21837322677156
6.22,8.02,3.86,89.84,89.96,135.25,135.2574105876633
6.67,5.34,1.5,95.07,53.35,122.93,122.9111528969891
3.62,6.95,0.12,71.0,76.32,105.05,105.01809868075455
3.62,5.39,3.73,80.67,61.03,89.88,89.90264962964216
7.08,6.99,0.11,96.69,67.82,140.56,140.60593794775912
6.44,7.82,4.18,95.85,70.1,129.83,129.8560436101612
4.95,8.8,4.66,55.44,76.47,108.84,108.85012177445256
4.84,5.6,1.57,99.92,64.22,112.92,112.88444186551523
6.07,8.01,4.24,84.32,88.61,130.91,130.9212026764011
3.13,7.32,2.5,71.82,71.05,95.12,95.09599231198115
1.32,4.32,4.84,92.37,74.19,72.5,72.54688243169639
6.97,6.33,3.91,88.7,51.11,120.9,120.95411972298234
5.21,3.25,3.46,68.4,77.7,101.32,101.3194874754754
6.69,3.82,0.68,97.16,87.46,134.45,134.44281352484214
7.12,8.38,0.89,76.06,93.15,147.56,147.51928478817612
7.67,7.17,1.56,70.66,94.06,146.24,146.24297563743343
6.76,4.93,4.08,89.4,67.99,121.48,121.48628841402501
3.61,5.14,2.09,62.39,97.24,101.32,101.34304198582714
5.71,3.26,3.26,61.69,97.1,111.96,111.99685580901331
6.03,7.3,2.74,54.76,72.02,115.96,115.92581803009054
1.14,6.81,0.66,97.9,52.39,79.67,79.69595634927546
3.97,4.27,2.41,70.32,76.79,95.5,95.5315987734748
6.66,6.12,4.87,68.35,61.12,113.46,113.51273570593959
7.19,3.28,2.96,93.28,76.42,127.16,127.1823491859393
2.61,7.3,1.85,86.73,85.73,102.0,102.0017390704466
4.69,8.39,4.16,52.41,94.17,112.48,112.45139647691899
5.97,4.25,0.6,55.65,75.21,112.05,112.05835093099174
3.43,5.9,2.01,72.94,84.46,100.18,100.21613263608899
5.65,5.61,2.64,63.63,83.86,115.01,115.03301350202707
4.75,5.29,4.51,82.37,93.01,111.48,111.51561278735079
2.88,7.66,0.45,87.08,62.21,99.01,99.00824237805543
6.75,4.68,1.73,51.24,58.82,110.21,110.22895299763087
2.9,6.63,1.35,88.65,75.56,100.07,100.10943195621049
5.52,3.02,1.25,74.68,61.83,103.36,103.37525114515017
7.05,7.33,0.02,70.12,51.46,127.05,127.01983506297003
1.75,6.08,4.1,83.37,79.22,82.51,82.48914502418847
5.08,8.73,1.3,70.64,57.25,113.4,113.40206778800304
1.14,4.59,2.81,60.24,66.0,62.85,62.88082136228776
4.59,7.42,4.74,89.59,70.35,109.07,109.10761583094327
7.21,3.08,4.86,52.14,74.67,109.88,109.91910802114805
3.12,7.07,1.6,54.66,73.77,92.0,91.99554161346566
4.51,8.84,0.23,75.59,55.3,111.49,111.44712784272541
4.03,3.65,1.11,70.99,67.77,93.4,93.40427911239995
5.33,5.9,4.2,74.48,76.34,110.14,110.15013494494292
5.46,8.73,4.78,59.1,62.79,108.62,108.61590402621543
5.29,4.63,2.97,68.3,64.15,101.72,101.70940761038862
1.54,8.95,2.11,53.17,88.09,87.66,87.67707437850248
1.76,5.59,2.54,70.8,67.48,75.74,75.76140728642389
3.01,3.61,2.5,52.2,65.08,74.58,74.61056962094013
6.7,6.96,4.38,89.66,91.38,135.88,135.8712830676245
4.18,7.48,3.44,63.63,73.2,101.55,101.54894616939721
6.21,6.67,1.13,59.77,52.73,112.65,112.66236451624488
7.32,8.33,3.06,52.24,51.29,120.91,120.9375295969169
1.4,5.62,3.48,75.38,83.79,78.6,78.62992305133821
2.83,5.15,4.78,88.06,78.91,89.32,89.34219043063622
7.86,8.64,2.83,54.16,91.23,143.72,143.74073320697872
7.21,6.85,1.62,76.39,54.25,126.81,126.81699566219747
7.17,3.25,1.09,75.61,78.75,126.25,126.28292155283742
5.98,4.9,3.58,80.1,97.61,124.47,124.4347198913367
6.7,3.26,2.54,54.47,64.85,107.26,107.27991807971165
7.38,5.09,1.5,79.38,77.27,133.39,133.41235759662482
4.68,3.62,2.72,91.37,60.29,99.02,99.0667000059753
5.63,5.38,2.67,71.52,64.27,108.62,108.63367880896143
4.31,3.22,2.45,99.68,71.79,102.14,102.17011965048826
3.69,8.55,4.64,94.69,80.31,110.08,110.11214582136287
7.92,4.9,0.45,97.5,56.35,136.85,136.87034267561404
1.51,4.48,4.84,87.94,62.13,68.56,68.5834948485662
5.03,7.47,0.05,50.94,75.64,113.09,113.11775846784442
3.24,4.48,2.82,81.52,66.22,87.89,87.90360320651965
2.01,5.64,4.24,59.83,93.27,81.74,81.78679369663641
5.53,4.18,0.19,85.52,83.81,121.08,121.11035359405881
4.18,8.1,2.19,99.84,75.26,117.62,117.59713588875947
5.87,3.42,1.91,97.21,80.53,120.67,120.64547090749983
6.81,6.01,2.22,82.3,63.79,125.1,125.08620482239478
3.73,4.01,2.64,85.6,80.47,98.16,98.18804584466494
4.8,7.6,2.81,50.97,95.31,113.81,113.79525444690712
7.07,4.65,3.64,96.62,63.85,124.86,124.82636170120658
2.57,8.1,2.27,89.0,69.66,97.48,97.45453142144746
6.34,3.9,4.93,92.77,60.44,110.87,110.9069431890257
3.87,7.93,0.43,95.78,67.6,113.57,113.53477273466599
5.34,6.11,3.2,85.29,80.8,117.87,117.89759976731742
2.36,3.06,2.14,91.21,68.69,81.0,80.97858512272308
5.49,3.54,2.99,65.66,60.87,98.08,98.09505982933342
2.16,8.17,2.07,70.94,62.28,86.01,86.00381116274905
4.18,3.17,3.79,55.94,65.42,82.51,82.4987038125479
3.9,3.68,0.43,69.65,66.83,92.89,92.90621490049519
4.24,4.4,0.07,77.46,61.49,99.08,99.05346698399472
6.32,7.84,2.7,62.68,83.27,127.09,127.1124625352858
2.79,7.51,0.25,82.66,64.15,97.56,97.59813340879985
2.82,3.73,1.9,52.68,51.56,69.23,69.19624041002682
7.89,7.48,0.02,79.22,87.97,152.37,152.36514686284687
4.59,6.21,2.33,52.31,85.69,105.25,105.24875916198691
5.39,6.9,1.03,96.25,52.13,116.86,116.87733104110775
3.84,4.32,1.08,51.33,56.02,83.17,83.1655357087695
3.66,6.57,3.9,88.37,76.37,101.88,101.90949084712929
5.07,4.5,3.39,94.75,50.59,101.0,101.0107440869233
3.86,5.1,4.12,70.43,55.39,85.11,85.08418303567142
4.09,7.22,3.27,66.57,93.11,109.15,109.14548771565367
3.9,6.36,1.02,54.78,85.71,102.8,102.85779877541621
6.13,7.26,2.78,69.31,80.62,124.44,124.43144877642044
4.93,5.91,2.14,95.82,55.13,108.62,108.61815582172805
7.32,5.37,1.45,52.05,64.8,120.62,120.62431987106535
3.69,4.5,2.32,95.77,52.64,91.83,91.856698742606
7.7,7.41,4.31,74.62,70.64,133.56,133.5525088458123
6.58,8.91,1.48,92.54,61.8,135.46,135.47297538450795
5.4,4.89,3.82,70.12,81.95,109.49,109.44597528405917
2.82,8.4,0.58,89.35,72.23,105.11,105.1177005482283
4.57,3.7,1.93,91.99,97.64,115.06,115.02369672004681
5.69,6.2,2.13,96.89,93.64,132.07,132.07431470980268
6.48,7.86,2.3,70.61,95.19,136.54,136.56001506552738
6.85,6.64,4.81,82.9,96.38,135.4,135.37317499694066
1.1,4.72,1.34,58.76,60.45,63.16,63.18666657543157
6.1,6.24,3.6,56.9,69.19,111.15,111.16560282788193
7.82,8.73,4.7,80.11,81.2,143.65,143.6841974358358
1.19,3.13,3.39,68.9,65.81,60.27,60.3127799281725
2.69,7.52,2.44,66.23,82.24,94.66,94.65512285433559
3.11,3.32,2.78,54.54,93.7,86.27,86.23133033773183
1.04,4.22,1.89,67.35,88.17,73.72,73.71252075319282
5.27,8.34,2.57,96.7,63.89,121.89,121.87690237986752
7.56,4.3,1.98,93.11,79.55,136.77,136.73366296522642
3.19,3.28,0.5,97.68,86.75,101.57,101.55436772683929
4.73,3.52,0.79,82.13,90.92,112.6,112.55723593198327
3.77,5.63,1.93,90.9,51.99,95.06,95.02577235482096
5.29,8.51,0.01,86.66,59.03,122.74,122.73054743257893
1.86,7.06,0.76,57.88,50.56,74.02,73.98691006100455
4.48,3.37,1.32,52.84,91.23,100.1,100.13337093113648
6.18,4.68,2.1,60.96,63.11,108.97,108.99127761662723
7.75,4.02,0.92,55.89,86.85,131.49,131.47678660076386
1.86,5.56,1.67,53.37,89.83,82.05,82.02251121128467
2.34,5.38,2.79,65.82,70.77,79.63,79.67336840036157
5.63,7.11,4.74,97.18,94.96,129.69,129.65950809812605
2.39,7.52,3.19,66.87,76.63,88.36,88.40296102621208
5.65,4.05,0.9,86.9,81.26,119.77,119.77430803797154
7.33,7.66,2.81,99.37,64.72,138.97,139.03006686903626
2.84,7.95,3.17,92.65,85.59,105.13,105.10203842416693
4.05,6.12,2.48,57.08,78.74,98.47,98.46964111209901
2.31,7.79,2.48,94.55,72.38,96.48,96.51767091702284
7.09,5.06,0.71,95.01,79.56,137.88,137.89782410365075
1.71,7.52,4.05,86.94,77.98,87.17,87.12448400928665
7.06,8.99,3.5,80.75,88.3,143.06,143.05638333978274
6.4,3.09,2.3,88.46,84.25,122.52,122.50830936941733
5.05,6.79,0.86,71.08,51.95,106.22,106.20357166899868
2.6,4.33,2.09,57.99,72.38,78.58,78.55802103997527
7.74,7.77,1.3,63.73,63.61,134.93,134.93311505558117
3.25,6.64,0.28,76.26,74.95,101.52,101.46811355449346
5.29,8.96,3.61,86.39,74.11,122.83,122.83199388435605
3.86,4.52,3.63,90.4,71.98,96.95,96.95206288415625
6.55,7.04,3.71,63.46,93.19,129.0,128.96460466656097
4.18,5.18,4.37,94.9,72.34,101.82,101.8263500658249
4.41,3.03,2.1,93.84,50.16,92.76,92.79537096319659
2.31,4.75,3.86,94.43,55.7,77.9,77.92864454634062
6.71,8.12,4.43,95.13,92.09,141.26,141.26667634298724
3.84,5.11,1.98,74.06,51.1,88.62,88.58718681976053
2.74,3.49,0.92,63.53,53.54,73.76,73.76354709458951
4.28,5.58,4.64,67.73,64.7,92.16,92.17847857316471
6.33,5.84,3.94,84.71,80.88,124.39,124.37562536549463
7.64,5.01,4.14,88.89,81.22,134.68,134.66571800638144
2.95,3.59,4.85,56.91,53.57,66.12,66.11937712657009
3.52,4.24,4.25,98.31,85.31,99.51,99.51753891748209
3.33,8.08,3.76,88.0,65.08,99.12,99.12244487480318
7.38,5.98,0.65,76.25,67.87,133.09,133.08320193103557
5.3,4.91,3.64,92.62,70.13,110.98,110.98829103971397
5.71,4.79,0.48,83.28,55.94,112.19,112.15969975516086
2.88,3.94,0.91,64.92,71.39,83.93,83.95114891920858
5.88,6.48,1.65,54.13,73.74,114.83,114.79468096454427
